[15:51:34 INF] (Prospect.Server.Game.Program                        ) Starting Prospect.Server.Game
[15:51:34 INF] (Prospect.Server.Game.Services.GameDataService       ) Initializing GameDataService...
[15:51:34 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: MapsInfos_DT
[15:51:35 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: MapsInfos_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 6 map configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 5 game mode configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 1 player tuning configurations
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) GameDataService initialized successfully
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) === GAME CONFIGURATION ===
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Maps:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   ServerEntry: Server Entry (Maps/MP/Entry/ServerEntry_P.ServerEntry_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map01: Map_01_Name (Maps/MP/MAP01/MP_Map01_P.MP_Map01_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map02: Map_02_Name (Maps/MP/MAP02/MP_Map02_P.MP_Map02_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map03: Map_03_Name (Maps/MP/AlienCaverns/MP_AlienCaverns_P.MP_AlienCaverns_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   CombatTestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   PIETestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Game Modes:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   LOOP: Score Sharing=False, Timer Shutdown=True
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SOLOTRAININGMATCH: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   EVENT: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SANDBOX: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   STATION: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) ===========================
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Using new asset system:
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Map: Map01 -> /Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Game Mode: LOOP -> /Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Player Start Rules: 5 configured
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Final Server Configuration: Port=7777, Map=/Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P, GameMode=/Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) ProspectWorld asset system initialized with base path: C:\Users\JLGrimes\Projects\Prospect\src\Prospect.Server.Game\bin\Season 2 Release\net8.0\Exports
[15:51:36 INF] (Prospect.Server.Game.Program                        ) === LOADING MAP01 LEVEL ===
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) Loading level: Maps/MP/MAP01/MP_Map01_P
[15:51:36 INF] (Prospect.Unreal.Assets.AssetParser                  ) Loading asset: Maps/MP/MAP01/MP_Map01_P (26.52591323852539 MB)
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Processing JSON array with 1864 exports for Maps/MP/MAP01/MP_Map01_P
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='Function', Class='UScriptClass'Function'', Name='ExecuteUbergraph_MP_Map01_P', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_HeavymetalMineral_Wall_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Minerals/AL_HeavymetalMineral_Wall_BP.AL_HeavymetalMineral_Wall_BP_C'', Name='ActivityLocation_Mineral_Wall_BP_217', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_HeavymetalMineral_Wall_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Minerals/AL_HeavymetalMineral_Wall_BP.AL_HeavymetalMineral_Wall_BP_C'', Name='ActivityLocation_Mineral_Wall_BP_244', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_HeavymetalMineral_Wall_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Minerals/AL_HeavymetalMineral_Wall_BP.AL_HeavymetalMineral_Wall_BP_C'', Name='AL_HeavymetalMineral_Wall_BP15_17', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_HeavymetalMineral_Wall_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Minerals/AL_HeavymetalMineral_Wall_BP.AL_HeavymetalMineral_Wall_BP_C'', Name='AL_HeavymetalMineral_Wall_BP16_20', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1305', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1306', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1480_32', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1481_33', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1482_34', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1494_46', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1495_47', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1496_48', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP151', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP1749', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP456', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP540', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP898', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP899', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP900', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP901', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP902', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP903', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP904', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP905', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP906', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP907', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP908', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP909', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP984', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP985', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP986', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP987', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP988', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP989', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP990', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP994', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_LootPoint_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootPoints/AL_LootPoint_BP.AL_LootPoint_BP_C'', Name='LootSpawnPoint_CM_Human_BP995', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_Luggage_01_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/LootContainers/AL_Luggage_01_BP.AL_Luggage_01_BP_C'', Name='AL_Luggage_01_BP53_2', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_Tracking_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Tracking/AL_Tracking_BP.AL_Tracking_BP_C'', Name='AL_Tracking_BP5_2', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='AL_VelticiteMineral_Wall_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Activities/Minerals/AL_VelticiteMineral_Wall_BP.AL_VelticiteMineral_Wall_BP_C'', Name='ActivityLocation_Mineral_Wall_BP_152', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BoxComponent', Class='UScriptClass'BoxComponent'', Name='Box', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BoxComponent', Class='UScriptClass'BoxComponent'', Name='BoxComponent0', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='DeadDrop_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Contracts/DeadDrop/DeadDrop_BP.DeadDrop_BP_C'', Name='DeadDrop_BaseCamp_Office_BP', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='DeadDropComponent_BP_C', Class='BlueprintGeneratedClass'Prospect/Content/Core/Contracts/DeadDrop/DeadDropComponent_BP.DeadDropComponent_BP_C'', Name='DeadDropComponent_BP', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='Level', Class='UScriptClass'Level'', Name='PersistentLevel', Score=180
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Parsing asset Maps/MP/MAP01/GP/MP_Map01_E5_GP: Type='Level', Class='UScriptClass'Level'', Name='PersistentLevel'
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Detected Level asset: Maps/MP/MAP01/GP/MP_Map01_E5_GP
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Processing array structure with 163 exports for Maps/MP/MAP01/GP/MP_Map01_E5_GP
[15:51:46 INF] (Prospect.Unreal.Assets.AssetParser                  ) Parsed Level Maps/MP/MAP01/GP/MP_Map01_E5_GP with 78 actors
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LevelBounds', Class='UScriptClass'LevelBounds'', Name='LevelBounds_0', Score=40
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='Model', Class='UScriptClass'Model'', Name='Model_0', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='NavigationSystemModuleConfig', Class='UScriptClass'NavigationSystemModuleConfig'', Name='NavigationSystemModuleConfig_0', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='ProjectileMovementComponent', Class='UScriptClass'ProjectileMovementComponent'', Name='MovementComponent', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
[15:51:46 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='SceneComponent', Class='UScriptClass'SceneComponent'', Name='Root', Score=0
